mortar,round,range_m,crew,profile,shot_index,total_range_m,total_deflection_m,player_offset_x_m,creep_offset_x_m,creep_offset_y_m,creep_distance_m,heading_degrees,danger_close,offset_multiplier
M252 81mm,M821A2 81mm HE,1000,1,SOFLAM rangefinder,1,54.97847222222221,89.95694444444442,-100.0,82,0,82.0,90,True,1.5
M252 81mm,M821A2 81mm HE,1000,1,scout/bomber drone spotter,1,128.607421875,123.607421875,-100.0,257,0,257.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,1,full gucci: player sensors/RF/EPLRS + drone,1,17.040424225245655,14.08084845049131,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,1,plain spotter,1,180.015,175.015,-100.0,360,0,360.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,1,SOFLAM rangefinder,1,47.22523148148148,74.45046296296296,-100.0,47,0,47.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,1,scout/bomber drone spotter,1,107.29101562499999,102.29101562499999,-100.0,215,0,215.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,1,full gucci: player sensors/RF/EPLRS + drone,1,16.61058988410179,13.221179768203578,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,219.58499999999998,214.58499999999998,-100.0,439,0,439.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,54.97847222222221,89.95694444444442,-100.0,82,0,82.0,90,True,1.5
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,128.607421875,123.607421875,-100.0,257,0,257.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,17.040424225245655,14.08084845049131,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,180.015,175.015,-100.0,360,0,360.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,47.22523148148148,74.45046296296296,-100.0,47,0,47.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,107.29101562499999,102.29101562499999,-100.0,215,0,215.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,16.61058988410179,13.221179768203578,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,219.58499999999998,214.58499999999998,-100.0,439,0,439.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,54.97847222222221,89.95694444444442,-100.0,82,0,82.0,90,True,1.5
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,128.607421875,123.607421875,-100.0,257,0,257.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,17.040424225245655,14.08084845049131,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,180.015,175.015,-100.0,360,0,360.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,47.22523148148148,74.45046296296296,-100.0,47,0,47.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,107.29101562499999,102.29101562499999,-100.0,215,0,215.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,16.61058988410179,13.221179768203578,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,219.58499999999998,214.58499999999998,-100.0,439,0,439.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,54.97847222222221,89.95694444444442,-100.0,82,0,82.0,90,True,1.5
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,128.607421875,123.607421875,-100.0,257,0,257.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,17.040424225245655,14.08084845049131,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,plain spotter,1,180.015,175.015,-100.0,360,0,360.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,SOFLAM rangefinder,1,47.22523148148148,74.45046296296296,-100.0,47,0,47.0,90,False,1.0
M252 81mm,M821A2 81mm HE,1000,2,scout/bomber drone spotter,1,107.29101562499999,102.29101562499999,-100.0,215,0,215.0,90,True,2.0
M252 81mm,M821A2 81mm HE,1000,2,full gucci: player sensors/RF/EPLRS + drone,1,16.61058988410179,13.221179768203578,-100.0,17,0,17.0,90,False,1.0
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,352.5336,314.7174,-100.0,705,0,705.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,240.49193333333335,208.52573333333333,-100.0,481,0,481.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,195.466021875,168.17982187500002,-100.0,391,0,391.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,121.34120000000003,89.37500000000001,-100.0,243,0,243.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,298.4694,263.4846,-100.0,597,0,597.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,199.22773333333333,172.04293333333334,-100.0,398,0,398.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,155.12541562499996,134.18061562499997,-100.0,310,0,310.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,101.6678,74.483,-100.0,203,0,203.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,341.2935633509518,307.22404223396785,-100.0,683,0,683.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,228.00895171904517,200.20374559047457,-100.0,456,0,456.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,181.98868428851983,159.1949301506799,-100.0,364,0,364.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,108.85821838571185,81.05301225714123,-100.0,218,0,218.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,286.62777798777563,255.59018532518377,-100.0,573,0,573.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,185.72885136745566,163.0436786894149,-100.0,371,0,371.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,140.3007256961997,124.29748900579978,-100.0,281,0,281.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,88.16891803412234,65.48374535608156,-100.0,132,0,132.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,336.4158136082489,303.9722090721659,-100.0,673,0,673.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,224.0280669694845,197.5498224241008,-100.0,448,0,448.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,178.725291533473,157.01933498064867,-100.0,357,0,357.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,104.87733363615119,78.39908909076746,-100.0,210,0,210.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,282.1841109017536,252.62774060116908,-100.0,564,0,564.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,182.48100427228997,160.87844729263776,-100.0,365,0,365.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,138.009534593719,122.77002827081266,-100.0,276,0,276.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,84.92107093895662,63.31851395930441,-100.0,127,0,127.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,336.4158136082489,303.9722090721659,-100.0,673,0,673.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,224.0280669694845,197.5498224241008,-100.0,448,0,448.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,178.725291533473,157.01933498064867,-100.0,357,0,357.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,104.87733363615119,78.39908909076746,-100.0,210,0,210.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,282.1841109017536,252.62774060116908,-100.0,564,0,564.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,182.48100427228997,160.87844729263776,-100.0,365,0,365.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,138.009534593719,122.77002827081266,-100.0,276,0,276.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,84.92107093895662,63.31851395930441,-100.0,127,0,127.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,334.34561613402815,302.5920774226854,-100.0,669,0,669.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,222.33851379672626,196.42345364226196,-100.0,445,0,445.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,177.34025380188473,156.09597649292317,-100.0,355,0,355.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,103.18778046339294,77.27272030892863,-100.0,206,0,206.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,280.2981452694407,251.37043017962714,-100.0,561,0,561.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,181.10256437526039,159.9594873612847,-100.0,362,0,362.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,83.54263104192704,62.39955402795136,-100.0,125,0,125.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,324.2782580579408,295.8805053719605,-100.0,649,0,649.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,212.5578708328838,189.90302499970028,-100.0,425,0,425.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,167.78898292783813,149.7284625768921,-100.0,336,0,336.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,93.40713749955046,70.75229166636697,-100.0,140,0,140.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,270.3695573076799,244.75137153845324,-100.0,541,0,541.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,171.55626322982604,153.5952865976618,-100.0,343,0,343.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,73.99632989649271,56.03535326432848,-100.0,111,0,111.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,324.2782580579408,295.8805053719605,-100.0,649,0,649.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,212.5578708328838,189.90302499970028,-100.0,425,0,425.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,167.78898292783813,149.7284625768921,-100.0,336,0,336.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,93.40713749955046,70.75229166636697,-100.0,140,0,140.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,270.3695573076799,244.75137153845324,-100.0,541,0,541.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,171.55626322982604,153.5952865976618,-100.0,343,0,343.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,73.99632989649271,56.03535326432848,-100.0,111,0,111.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,296.9544,277.6646,-100.0,594,0,594.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,244.6326,227.5934,-100.0,489,0,489.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,292.98847754515555,275.02065169677036,-100.0,586,0,586.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,241.12939385516776,225.25792923677852,-100.0,482,0,482.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,288.2224375222687,271.8432916815125,-100.0,576,0,576.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,0,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,0,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,1,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,1,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,162.67333333333335,147.67333333333335,-100.0,325,0,325.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,137.291015625,122.29101562499999,-100.0,275,0,275.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,65.1134,50.1134,-100.0,98,0,98.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,284.08500000000004,269.08500000000004,-100.0,568,0,568.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,SOFLAM rangefinder,1,189.59333333333333,174.59333333333333,-100.0,379,0,379.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,scout/bomber drone spotter,1,158.607421875,143.607421875,-100.0,317,0,317.0,90,True,2.0
M252 81mm,M821A2 81mm HE,3000,2,full gucci: player sensors/RF/EPLRS + drone,1,70.44260000000001,55.44260000000001,-100.0,106,0,106.0,90,True,1.5
M252 81mm,M821A2 81mm HE,3000,2,plain spotter,1,238.51500000000001,223.51500000000001,-100.0,477,0,477.0,90,True,2.0
